ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        3         2       3.7631    0.0000    0.6576    3.1055
        1         1       3.9298    0.7083    0.8435    2.3779
        1         4       4.4964    2.1250    0.7150    1.6565
        2         3       3.9298    0.7083    0.5651    2.6563
        1         5       4.2964    1.4167    0.8157    2.0640
        1         3       4.2964    1.4167    0.7881    2.0917
        1         2       3.8964    0.7083    0.7729    2.4152
        1         3       4.0298    0.7083    0.5089    2.8125
        3         3       3.6631    0.0000    0.9224    2.7407
        1         3       3.6298    0.0000    0.7020    2.9278
        4         3       3.7298    0.0000    0.5339    3.1959
        2         6       4.4298    2.1250    0.6184    1.6863
        2         5       3.8964    0.7083    0.8701    2.3180
        4         7       4.1631    1.4167    0.8244    1.9221
        1         4       4.3964    2.1250    0.7021    1.5693
        3         2       4.1298    1.4167    0.6883    2.0248
        4         1       3.8298    0.7083    0.5332    2.5882
        1         2       3.9631    0.7083    0.6618    2.5930
        4         4       4.2631    1.4167    0.5292    2.3172
        3         7       4.5631    2.1250    0.5592    1.8789
        1         5       4.1631    1.4167    0.8534    1.8930
        3         5       3.7631    0.0000    0.8937    2.8694
        2         3       4.0851    1.4167    0.7190    1.9494
        2         6       4.4185    2.1250    0.5895    1.7039
        4         7       3.8851    0.7083    0.7256    2.4512
        2         5       4.1185    1.4167    0.5077    2.1941
        4         5       3.5851    0.0000    0.9615    2.6236
        2         4       3.7518    0.7083    0.5531    2.4904
        4         2       4.1185    1.4167    0.8286    1.8732
        2         3       3.8518    0.7083    0.6347    2.5088
        4         1       4.1851    1.4167    0.6236    2.1449
        2         3       4.2185    1.4167    0.7377    2.0641
        2         5       4.2851    1.4167    0.8322    2.0362
        2         4       4.0185    0.7083    0.6583    2.6518
        4         6       4.2185    1.4167    0.5963    2.2055
        1         3       4.3518    2.1250    0.7392    1.4876
        4         5       4.1851    1.4167    0.7542    2.0142
        3         6       3.9185    0.7083    0.8593    2.3508
        3         7       3.8851    0.7083    0.7680    2.4088
        1         5       4.1851    1.4167    0.7752    1.9932
        3         5       3.6851    0.0000    0.8345    2.8507
        1         2       4.3185    2.1250    0.6232    1.5702
        4         4       4.1185    1.4167    0.5289    2.1729
        2         7       4.5518    2.1250    0.7103    1.7165
        3         4       4.4518    2.1250    0.6820    1.6448
        3         4       3.5851    0.0000    0.9638    2.6213
        4         2       4.2851    1.4167    0.7465    2.1220
        4         4       4.2851    1.4167    0.6845    2.1840
        3         3       3.9185    0.7083    0.5728    2.6373
        4         4       4.0185    0.7083    0.8735    2.4367
        3         4       3.7518    0.0000    0.5965    3.1553
        2         4       3.5518    0.0000    0.6181    2.9337
        1         7       4.5851    2.1250    0.5194    1.9408
        4         5       4.1851    1.4167    0.8619    1.9065
        3         5       3.6518    0.0000    0.9306    2.7212
        3         3       4.2851    1.4167    0.7432    2.1253
        4         6       4.5185    2.1250    0.7580    1.6355
        1         4       4.1185    1.4167    0.6923    2.0095
        1         7       4.4518    2.1250    0.5068    1.8199
        4         7       3.6185    0.0000    0.9344    2.6840
        4         6       3.8851    0.7083    0.5952    2.5816
        2         6       3.7185    0.0000    0.9714    2.7470
        4         4       4.0851    1.4167    0.7134    1.9550
        3         7       4.5851    2.1250    0.7183    1.7418
        3         4       4.3518    2.1250    0.6021    1.6247
        4         5       3.7851    0.7083    0.5994    2.4774
        1         4       3.8518    0.7083    0.6538    2.4896
        4         3       3.9851    0.7083    0.9233    2.3535
        1         3       3.5518    0.0000    0.7060    2.8458
        3         3       3.7185    0.0000    0.5687    3.1497
        1         6       4.4185    2.1250    0.7148    1.5787
        1         3       4.5185    2.1250    0.7409    1.6526
        4         1       4.1851    1.4167    0.7230    2.0454
        4         3       4.2518    1.4167    0.6224    2.2127
        3         4       3.7851    0.7083    0.5734    2.5033
        2         1       4.5851    2.1250    0.5515    1.9086
        4         4       4.3518    2.1250    0.6701    1.5566
        2         5       4.0185    0.7083    0.6028    2.7074
        3         5       3.6315    0.0000    0.7725    2.8591
        1         6       3.9649    0.7083    0.9179    2.3387
        4         5       4.0649    0.7083    0.5927    2.7638
        3         2       4.4649    2.1250    0.5264    1.8135
        2         5       4.6315    2.1250    0.5213    1.9852
        4         2       4.5982    2.1250    0.7579    1.7153
        4         5       4.5649    2.1250    0.5863    1.8536
        4         3       4.2315    1.4167    0.5337    2.2812
        3         4       3.8982    0.7083    0.5028    2.6871
        1         3       3.9315    0.7083    0.7505    2.4727
        1         5       4.3649    1.4167    0.6865    2.2617
        4         7       4.2315    1.4167    0.8222    1.9926
        1         5       4.1649    1.4167    0.7556    1.9926
        2         7       4.1315    1.4167    0.8386    1.8763
        1         5       4.1649    1.4167    0.5591    2.1891
        3         7       4.1982    1.4167    0.5024    2.2792
        3         5       4.1315    1.4167    0.6768    2.0381
        4         3       4.3649    1.4167    0.7097    2.2385
        2         1       4.1982    1.4167    0.5052    2.2764
        3         1       3.7649    0.0000    0.5083    3.2566
        2         2       4.0649    0.7083    0.6934    2.6632
        4         2       3.6315    0.0000    0.8262    2.8053
        1         5       4.5315    2.1250    0.6321    1.7745
        4         7       4.3649    1.4167    0.8594    2.0888
        2         7       3.5649    0.0000    0.5315    3.0334
        1         6       3.8649    0.7083    0.6335    2.5230
        4         7       3.9982    0.7083    0.5868    2.7031
        2         6       3.7982    0.7083    0.6361    2.4538
        4         3       4.4649    2.1250    0.5680    1.7719
        4         6       4.5649    2.1250    0.5343    1.9056
        3         7       4.0315    0.7083    0.5844    2.7388
        3         7       3.5982    0.0000    0.8409    2.7573
        2         7       3.5982    0.0000    0.9432    2.6551
        2         7       3.5315    0.0000    0.6437    2.8879
        1         6       3.9315    0.7083    0.5331    2.6901
        1         3       4.5649    2.1250    0.5215    1.9184
        2         2       3.9982    0.7083    0.7969    2.4930
        4         2       3.5982    0.0000    0.8773    2.7209
        2         1       3.9982    0.7083    0.8756    2.4143
        2         2       3.8982    0.7083    0.6242    2.5657
        4         5       4.5649    2.1250    0.5286    1.9113
        2         7       4.2315    1.4167    0.7626    2.0523
        3         6       3.9315    0.7083    0.6902    2.5330
        3         6       3.5982    0.0000    0.8790    2.7192
        3         3       4.5315    2.1250    0.7252    1.6814
        1         6       4.3649    2.1250    0.7868    1.4531
        4         5       3.8982    0.7083    0.5627    2.6272
        2         6       4.0649    0.7083    0.9174    2.4392
        1         7       4.0315    0.7083    0.8060    2.5173
        1         7       3.6982    0.0000    0.7243    2.9740
        3         5       4.2982    1.4167    0.7584    2.1231
        3         5       3.7982    0.0000    0.7497    3.0485
        1         7       4.2315    1.4167    0.7563    2.0586
        1         5       4.0982    1.4167    0.7600    1.9216
        4         2       4.3982    2.1250    0.5999    1.6734
        2         2       3.7982    0.0000    0.8911    2.9071
        3         1       4.1125    0.7083    0.6501    2.7540
        2         2       4.0792    0.7083    0.8241    2.5467
        2         3       4.1458    0.7083    0.6751    2.7624
        3         1       4.3458    1.4167    0.6171    2.3121
        1         1       3.8125    0.0000    0.5566    3.2559
        3         2       4.0792    0.7083    0.7850    2.5858
        4         1       4.1458    0.7083    0.9372    2.5003
        3         1       3.7458    0.0000    0.5992    3.1466
        2         1       3.9458    0.0000    1.0029    2.9430
        1         1       3.8125    0.0000    0.6765    3.1360
        2         2       4.0458    0.7083    0.9176    2.4199
        3         5       4.7458    2.1250    0.6345    1.9864
        4         6       4.0458    0.7083    0.7278    2.6097
        2         6       3.7792    0.0000    0.5278    3.2513
        3         7       4.1125    0.7083    0.8337    2.5705
        1         7       3.9458    0.0000    0.5882    3.3576
        1         6       4.1792    0.7083    0.8408    2.6301
        3         6       3.8458    0.0000    0.7912    3.0546
        3         3       4.7458    2.1250    0.7948    1.8261
        4         2       4.0125    0.7083    0.9261    2.3780
        1         2       3.9792    0.0000    0.5432    3.4360
        4         1       4.2125    0.7083    0.5458    2.9584
        2         1       3.8458    0.0000    0.6160    3.2298
        4         1       3.8458    0.0000    0.9276    2.9182
        1         1       3.7792    0.0000    0.6710    3.1082
        3         1       3.7458    0.0000    0.6075    3.1383
        1         1       3.8458    0.0000    0.8672    2.9786
        2         2       3.9792    0.7083    0.7434    2.5274
        3         2       3.8792    0.0000    0.5922    3.2869
        2         1       4.1792    0.7083    0.7287    2.7421
        1         3       4.4792    1.4167    0.5772    2.4853
        2         1       4.4792    1.4167    0.6960    2.3665
        3         2       4.2458    0.7083    0.9057    2.6318
        1         2       3.7125    0.0000    0.8488    2.8637
        1         1       4.1458    0.7083    0.5604    2.8771
        2         1       3.9125    0.0000    0.8273    3.0852
        2         1       3.7792    0.0000    0.8247    2.9545
        3         1       3.9792    0.0000    0.9423    3.0368
        1         1       3.8792    0.0000    0.5225    3.3567
        4         1       3.8125    0.0000    0.6448    3.1677
        3         6       5.1458    3.5417    0.5231    1.0811
        1         7       4.1458    0.7083    0.6942    2.7433
        3         6       4.1458    0.7083    0.8545    2.5830
        1         6       3.7125    0.0000    0.8453    2.8672
        4         6       3.7125    0.0000    0.7266    2.9859
        2         7       4.1792    0.7083    0.6320    2.8389
        3         7       3.9125    0.0000    0.6224    3.2901
        4         6       4.2125    0.7083    0.6358    2.8684
        1         7       4.0125    0.7083    0.8881    2.4161
        4         6       3.9792    0.7083    0.8326    2.4383
        4         7       4.1125    0.7083    0.5810    2.8232
        3         1       5.6125    4.2500    0.5658    0.7967
        3         2       4.1792    0.7083    0.6248    2.8460
        3         1       4.0792    0.7083    0.7958    2.5750
        2         2       4.0792    0.7083    0.6821    2.6887
        3         1       4.2125    0.7083    0.8776    2.6265
