ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        4         4       4.3351    2.1250    0.7054    1.5047
        1         1       4.3685    2.1250    0.6660    1.5774
        2         4       4.5685    2.1250    0.6783    1.7651
        2         3       3.9351    0.7083    0.7308    2.4960
        2         1       4.3018    1.4167    0.6004    2.2847
        2         2       3.9351    0.7083    0.8363    2.3905
        2         4       4.1685    1.4167    0.7816    1.9702
        2         7       4.3351    2.1250    0.6785    1.5316
        3         6       3.8685    0.7083    0.8285    2.3317
        3         6       3.5018    0.0000    0.9308    2.5710
        3         6       3.5685    0.0000    0.8803    2.6881
        4         5       3.8351    0.7083    0.7391    2.3877
        1         6       4.0351    0.7083    0.5847    2.7420
        3         3       4.3351    2.1250    0.7426    1.4675
        3         6       4.4893    2.1250    0.7199    1.6443
        3         3       4.3893    2.1250    0.7879    1.4764
        2         4       3.8893    0.7083    0.6665    2.5145
        4         4       3.7226    0.0000    0.8186    2.9041
        4         6       4.3560    1.4167    0.6844    2.2549
        4         3       4.4226    2.1250    0.6169    1.6807
        4         3       3.8226    0.0000    0.8349    2.9877
        3         6       4.5226    2.1250    0.5000    1.8976
        4         7       3.8893    0.7083    0.6648    2.5161
        3         5       4.1226    1.4167    0.5997    2.1063
        3         4       4.0893    0.7083    0.8860    2.4950
        2         6       4.1226    1.4167    0.5458    2.1602
        1         5       4.0560    0.7083    0.6994    2.6482
        1         2       4.6226    2.1250    0.6453    1.8524
        3         3       3.9226    0.7083    0.7929    2.4214
        1         1       4.2560    1.4167    0.7845    2.0548
        1         4       4.4226    2.1250    0.7886    1.5091
        3         3       3.9893    0.7083    0.8776    2.4033
        3         5       4.2226    1.4167    0.7823    2.0237
        3         5       3.7226    0.0000    0.7470    2.9756
        3         7       4.1560    1.4167    0.7185    2.0208
        4         6       3.9560    0.7083    0.8176    2.4300
        1         6       3.5893    0.0000    0.7624    2.8269
        1         7       4.0560    0.7083    0.5427    2.8049
        3         5       4.3226    1.4167    0.5875    2.3184
        2         5       3.7893    0.0000    0.8143    2.9750
        4         7       4.1226    1.4167    0.5752    2.1307
        4         6       3.8560    0.7083    0.9047    2.2429
        2         6       3.7560    0.0000    0.7471    3.0089
        1         3       4.4226    2.1250    0.6697    1.6279
        2         6       4.4226    2.1250    0.7062    1.5914
        2         6       3.6560    0.0000    0.9395    2.7165
        3         6       3.7893    0.0000    0.5156    3.2737
        2         7       4.0560    0.7083    0.5556    2.7920
        2         7       3.5560    0.0000    0.5842    2.9718
        1         6       4.0226    0.7083    0.6928    2.6215
        4         7       3.8560    0.7083    0.8869    2.2607
        4         5       4.1893    1.4167    0.6965    2.0761
        3         2       4.6226    2.1250    0.5278    1.9698
        1         3       4.0226    0.7083    0.6821    2.6322
        3         1       4.1560    1.4167    0.5387    2.2006
        2         1       3.6226    0.0000    0.6128    3.0098
        3         2       3.9893    0.7083    0.8188    2.4622
        1         1       4.0226    0.7083    0.6376    2.6767
        1         1       3.5893    0.0000    0.6698    2.9195
        3         1       3.5893    0.0000    0.9059    2.6834
        1         3       4.0893    1.4167    0.7839    1.8888
        1         6       4.4560    2.1250    0.6437    1.6872
        1         3       4.4893    2.1250    0.5753    1.7889
        3         1       4.2893    1.4167    0.7393    2.1333
        4         2       3.8560    0.7083    0.5838    2.5639
        1         5       4.5560    2.1250    0.6586    1.7723
        2         2       4.3560    2.1250    0.6400    1.5910
        3         5       4.5560    2.1250    0.5711    1.8598
        2         2       4.3893    2.1250    0.7674    1.4969
        1         2       3.5560    0.0000    0.7991    2.7569
        1         1       4.1095    0.7083    0.6472    2.7540
        4         1       3.9429    0.0000    0.5470    3.3959
        4         1       3.9095    0.0000    0.6408    3.2687
        4         2       3.9762    0.7083    0.7188    2.5491
        2         5       4.7429    2.1250    0.7072    1.9106
        4         3       4.4762    1.4167    0.6241    2.4354
        3         1       4.4095    1.4167    0.6326    2.3602
        4         2       4.0095    0.7083    0.7934    2.5078
        1         2       3.8095    0.0000    0.7695    3.0400
        2         3       4.1429    0.7083    0.7803    2.6542
        3         2       4.1095    0.7083    0.8730    2.5282
        4         3       3.9762    0.7083    0.9074    2.3605
        4         1       4.2762    1.4167    0.6049    2.2546
        1         1       3.9429    0.0000    0.7394    3.2034
        2         1       3.7095    0.0000    0.5473    3.1622
        4         2       4.0429    0.7083    0.7224    2.6121
        3         1       4.1095    0.7083    0.7031    2.6981
        1         1       3.8095    0.0000    0.5586    3.2509
        2         1       3.7762    0.0000    0.6234    3.1528
        4         1       3.8762    0.0000    0.6104    3.2657
        1         2       4.0762    0.7083    0.8997    2.4681
        4         3       4.0429    0.7083    0.7278    2.6067
        2         1       4.4429    1.4167    0.6518    2.3743
        2         1       3.7429    0.0000    0.7494    2.9934
        4         2       4.1095    0.7083    0.7024    2.6988
        3         1       3.9762    0.7083    0.6384    2.6294
        3         3       4.3429    1.4167    0.6767    2.2495
        3         1       4.4762    1.4167    0.8061    2.2534
        1         2       4.0762    0.7083    0.8717    2.4962
        3         2       3.7762    0.0000    0.5644    3.2118
        2         5       4.5429    2.1250    0.5294    1.8884
        3         2       4.5762    2.1250    0.6410    1.8102
        3         2       3.8095    0.0000    0.7199    3.0897
        4         7       5.2095    3.5417    0.6778    0.9901
        1         7       3.8095    0.0000    0.6011    3.2084
        3         6       4.1429    0.7083    0.7205    2.7140
        4         7       3.9762    0.7083    0.8995    2.3683
        4         7       3.8429    0.0000    0.5236    3.3193
        3         7       3.7429    0.0000    0.5765    3.1663
        1         7       3.9429    0.0000    0.9278    3.0150
        1         6       4.2095    0.7083    0.9382    2.5630
        4         7       4.0429    0.7083    0.6430    2.6916
        2         7       3.9429    0.0000    0.9161    3.0267
        2         7       3.7095    0.0000    0.9004    2.8091
        2         7       3.8762    0.0000    0.5200    3.3562
        1         6       4.0762    0.7083    0.6891    2.6787
        1         7       4.2095    0.7083    0.9499    2.5513
        1         7       3.7429    0.0000    0.7112    3.0317
        3         7       3.8095    0.0000    0.5390    3.2705
        2         7       3.8762    0.0000    0.7575    3.1187
        1         7       3.9429    0.0000    0.9982    2.9447
        4         6       4.1095    0.7083    0.6608    2.7404
        1         7       4.1762    0.7083    0.8579    2.6100
        2         1       5.5762    4.2500    0.5118    0.8144
        3         1       3.8429    0.0000    0.5255    3.3174
        4         1       3.8762    0.0000    0.9001    2.9761
