ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        1         7       3.8595    0.0000    0.5660    3.2935
        3         6       4.2262    0.7083    0.8348    2.6831
        1         6       3.8595    0.0000    0.7168    3.1427
        2         3       4.6262    2.1250    0.8066    1.6946
        3         1       4.4929    1.4167    0.8578    2.2184
        3         2       4.1929    0.7083    0.6737    2.8108
        2         1       3.9929    0.7083    0.7284    2.5561
        4         1       3.7595    0.0000    0.5859    3.1736
        1         1       3.7595    0.0000    0.6176    3.1419
        4         1       3.9929    0.0000    0.6403    3.3526
        1         2       4.1595    0.7083    0.7325    2.7187
        2         2       3.7262    0.0000    0.9340    2.7922
        4         1       4.1262    0.7083    0.7016    2.7162
        3         1       3.7262    0.0000    0.5985    3.1277
        2         1       3.7595    0.0000    0.5222    3.2373
        1         1       3.9262    0.0000    0.6328    3.2934
        2         3       4.5262    1.4167    0.7719    2.3376
        3         6       4.5595    2.1250    0.7817    1.6528
        1         6       3.8595    0.0000    0.8885    2.9711
        3         3       4.5929    2.1250    0.7037    1.7642
        4         6       4.7929    2.1250    0.7478    1.9200
        1         6       3.9262    0.0000    0.5422    3.3840
        3         7       4.1929    0.7083    0.6838    2.8007
        4         2       5.2595    3.5417    0.6381    1.0798
        2         2       3.8929    0.0000    0.5639    3.3290
        4         2       3.7595    0.0000    0.7104    3.0491
        4         2       3.9262    0.0000    0.7211    3.2051
        2         2       3.7262    0.0000    0.6570    3.0691
        3         1       3.9929    0.7083    0.6676    2.6170
        3         2       4.0262    0.7083    0.6510    2.6669
        4         2       3.7595    0.0000    0.5986    3.1610
        3         2       3.9595    0.0000    0.7687    3.1908
        3         1       4.0595    0.7083    0.6832    2.6679
        4         1       3.8262    0.0000    0.7969    3.0293
        1         1       3.9595    0.0000    0.8578    3.1017
        3         1       3.8595    0.0000    0.7810    3.0785
        1         1       3.9595    0.0000    0.8396    3.1200
        1         1       3.9262    0.0000    0.5202    3.4060
        1         2       3.9929    0.7083    0.8075    2.4770
        1         1       4.1262    0.7083    0.6273    2.7906
        2         1       3.8262    0.0000    0.5998    3.2264
        1         1       3.9595    0.0000    0.7074    3.2521
        4         1       3.8595    0.0000    0.6174    3.2422
        3         6       5.1262    3.5417    0.6358    0.9487
        2         7       4.0595    0.7083    0.7716    2.5796
        1         7       3.9262    0.0000    0.9443    2.9819
