ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        1         5       4.1607    1.4167    0.6391    2.1050
        1         5       3.5274    0.0000    0.9135    2.6139
        3         5       3.5607    0.0000    0.5127    3.0480
        4         6       3.8274    0.7083    0.6893    2.4297
        4         3       4.5940    2.1250    0.5777    1.8914
        3         4       3.9940    0.7083    0.8350    2.4507
        2         3       3.9607    0.7083    0.6440    2.6084
        2         5       4.0607    1.4167    0.7135    1.9305
        2         2       4.5607    2.1250    0.5690    1.8667
        4         3       3.8274    0.7083    0.7731    2.3460
        2         6       4.4274    2.1250    0.6656    1.6367
        3         5       3.9940    0.7083    0.5503    2.7355
        3         6       3.8940    0.7083    0.8866    2.2991
        2         3       4.5607    2.1250    0.5021    1.9336
        4         2       3.9274    0.7083    0.9125    2.3066
        2         5       4.4607    2.1250    0.5796    1.7561
        2         2       4.4940    2.1250    0.5808    1.7883
        3         5       4.5607    2.1250    0.8049    1.6308
        4         5       3.5940    0.0000    0.5567    3.0373
        3         3       4.2274    1.4167    0.6641    2.1466
        2         6       4.4940    2.1250    0.6897    1.6794
        1         6       3.6940    0.0000    0.6564    3.0376
        4         4       4.1274    1.4167    0.5147    2.1960
        4         7       4.5607    2.1250    0.6252    1.8105
        4         6       3.9274    0.7083    0.8573    2.3617
        1         4       4.2940    1.4167    0.7537    2.1237
        1         3       3.8940    0.7083    0.8469    2.3388
        2         2       3.8274    0.7083    0.6385    2.4806
        1         5       4.3940    2.1250    0.6739    1.5951
        3         2       4.5607    2.1250    0.7837    1.6520
        2         1       3.7940    0.7083    0.6848    2.4009
        4         4       4.5607    2.1250    0.5496    1.8861
        2         7       4.3940    2.1250    0.6752    1.5939
        1         4       4.4607    2.1250    0.7650    1.5707
        4         2       4.1970    1.4167    0.8728    1.9076
        1         4       4.0970    1.4167    0.5477    2.1327
        2         6       4.2304    1.4167    0.7803    2.0334
        3         3       4.5304    2.1250    0.5570    1.8484
        1         4       3.9970    0.7083    0.7007    2.5879
        4         3       3.8970    0.7083    0.7795    2.4091
        2         4       3.8970    0.7083    0.5650    2.6237
        2         7       4.4637    2.1250    0.6227    1.7160
        1         5       4.1304    1.4167    0.8468    1.8669
        3         3       4.3637    1.4167    0.5453    2.4017
        4         1       4.1304    1.4167    0.7280    1.9857
        3         1       3.5304    0.0000    0.6071    2.9233
        1         3       4.3637    1.4167    0.5677    2.3793
        3         6       4.3970    2.1250    0.5141    1.7579
        2         5       3.8637    0.7083    0.9185    2.2368
        1         2       4.3970    2.1250    0.7164    1.5556
        2         4       4.0970    1.4167    0.5668    2.1136
        2         3       4.0304    0.7083    0.5706    2.7515
        3         1       4.2637    1.4167    0.6124    2.2346
        2         3       4.1304    1.4167    0.5222    2.1915
        3         5       4.3637    1.4167    0.7598    2.1873
        4         5       3.6304    0.0000    0.6636    2.9667
        4         6       3.9637    0.7083    0.8634    2.3920
        3         6       3.7304    0.0000    0.7595    2.9709
        3         6       3.6970    0.0000    0.7831    2.9139
        3         7       3.9970    0.7083    0.5756    2.7131
        4         4       4.4970    2.1250    0.6215    1.7506
        4         5       3.9637    0.7083    0.6542    2.6011
        4         5       3.7970    0.0000    0.9360    2.8611
        1         2       4.6304    2.1250    0.5522    1.9532
        4         3       3.8970    0.7083    0.5776    2.6111
        2         2       3.7970    0.7083    0.8635    2.2252
        3         1       3.7970    0.7083    0.8738    2.2149
        4         1       3.5304    0.0000    0.9432    2.5871
        4         3       4.2304    1.4167    0.5938    2.2199
        1         3       3.5970    0.0000    0.6777    2.9193
        3         2       3.9304    0.7083    0.7269    2.4951
        3         4       4.2304    1.4167    0.7583    2.0554
        3         3       4.0970    0.7083    0.9368    2.4519
        3         1       4.2970    1.4167    0.7454    2.1349
        4         3       4.1637    1.4167    0.5057    2.2413
        2         5       4.0970    1.4167    0.5322    2.1482
        4         4       3.9637    0.7083    0.5335    2.7219
        4         7       4.4637    2.1250    0.7742    1.5645
        1         6       3.8304    0.7083    0.5588    2.5632
        2         4       4.1304    1.4167    0.6662    2.0475
        4         2       4.1637    1.4167    0.8510    1.8960
        2         4       4.2304    1.4167    0.6829    2.1308
        2         6       4.2970    1.4167    0.5308    2.3495
        4         5       3.8970    0.7083    0.9174    2.2713
        1         3       4.3637    1.4167    0.8791    2.0679
        2         4       3.9637    0.7083    0.5231    2.7323
        1         2       4.2304    1.4167    0.5811    2.2326
        3         4       4.3637    1.4167    0.8431    2.1039
        2         4       3.6970    0.0000    0.5074    3.1896
        1         2       4.2970    1.4167    0.7319    2.1485
        1         2       3.7976    0.0000    0.6419    3.1557
        4         1       3.9310    0.7083    0.5072    2.7154
        1         4       4.6643    2.1250    0.7473    1.7920
        2         3       4.0643    0.7083    0.8492    2.5068
        1         6       4.6310    2.1250    0.6455    1.8605
        3         5       3.9310    0.7083    0.5700    2.6526
        1         4       3.9643    0.7083    0.8217    2.4343
        4         6       4.2976    1.4167    0.7220    2.1590
        3         4       4.2643    1.4167    0.5843    2.2633
        1         7       4.6976    2.1250    0.7078    1.8648
        3         5       4.1643    1.4167    0.7040    2.0437
        4         4       3.9310    0.7083    0.7244    2.4982
        3         6       4.3643    1.4167    0.7748    2.1728
        1         7       4.0310    0.7083    0.5679    2.7547
        3         6       4.0643    0.7083    0.8731    2.4828
        3         5       4.0310    0.7083    0.8426    2.4801
        2         2       4.4643    2.1250    0.7838    1.5555
        2         3       4.0310    0.7083    0.9013    2.4213
        1         6       4.5643    2.1250    0.6520    1.7873
        2         5       4.0310    0.7083    0.7209    2.6017
        1         6       3.8643    0.7083    0.6023    2.5537
        2         7       4.0310    0.7083    0.6342    2.6885
        4         7       3.6310    0.0000    0.9626    2.6683
        3         5       4.1643    1.4167    0.6964    2.0513
        2         6       3.8643    0.7083    0.8372    2.3188
        2         3       4.6310    2.1250    0.7194    1.7866
        3         6       4.6310    2.1250    0.7255    1.7805
        2         7       4.0643    0.7083    0.7718    2.5841
        3         6       3.8643    0.7083    0.7931    2.3629
        4         5       4.0976    0.7083    0.8881    2.5012
        2         6       3.9976    0.7083    0.9043    2.3850
        4         5       3.8976    0.7083    0.9101    2.2792
        1         7       4.1310    1.4167    0.5040    2.2102
        3         6       4.0310    0.7083    0.5666    2.7560
        1         7       4.1310    0.7083    0.7459    2.6767
        4         7       3.5976    0.0000    0.6812    2.9164
        4         5       4.1976    1.4167    0.6037    2.1772
        2         7       4.2643    1.4167    0.7734    2.0743
        1         6       4.0976    0.7083    0.5938    2.7955
        2         3       4.5310    2.1250    0.7104    1.6956
        1         2       3.9976    0.7083    0.8331    2.4562
        2         1       3.9643    0.7083    0.8327    2.4233
        2         2       3.9310    0.7083    0.7604    2.4622
        4         1       4.1310    0.7083    0.9240    2.4987
        3         2       4.0643    0.7083    0.5545    2.8015
        1         1       3.8976    0.7083    0.5672    2.6221
        2         2       3.8976    0.7083    0.7682    2.4211
        2         1       3.9643    0.7083    0.6275    2.6285
        2         2       4.0643    0.7083    0.8762    2.4798
        4         2       3.8310    0.0000    0.7508    3.0802
        1         2       3.5976    0.0000    0.8737    2.7240
        2         1       3.8643    0.7083    0.5003    2.6556
        3         1       3.5643    0.0000    0.7313    2.8330
        1         1       3.7643    0.0000    0.8935    2.8708
        4         2       3.9976    0.7083    0.7906    2.4987
        4         5       4.6643    2.1250    0.7163    1.8230
        2         6       4.0631    0.7083    0.6413    2.7134
        4         6       3.9631    0.0000    0.7849    3.1782
        4         7       4.0298    0.7083    0.8334    2.4881
        4         6       4.1298    0.7083    0.6855    2.7360
        4         7       4.0298    0.7083    0.8344    2.4870
        2         7       3.9298    0.0000    0.6843    3.2455
        4         6       4.2298    0.7083    0.5730    2.9485
        1         7       4.1631    0.7083    0.6775    2.7773
        2         6       4.1298    0.7083    0.5647    2.8567
        4         7       4.0298    0.7083    0.5931    2.7284
        2         7       3.8964    0.0000    0.7420    3.1544
        3         7       3.7631    0.0000    0.8942    2.8689
        3         5       4.4298    1.4167    0.5417    2.4714
        1         2       4.6298    2.1250    0.6707    1.8340
        2         3       3.9964    0.7083    0.8941    2.3940
        1         6       4.7298    2.1250    0.6136    1.9912
        1         7       4.0964    0.7083    0.5308    2.8573
        4         7       3.8298    0.0000    0.6145    3.2152
        2         7       3.8964    0.0000    0.8603    3.0362
        3         7       3.7298    0.0000    0.6830    3.0467
        1         7       3.9298    0.0000    0.6218    3.3080
        3         6       4.2298    0.7083    0.6908    2.8307
        1         7       4.0298    0.7083    0.5789    2.7426
        4         6       4.1298    0.7083    0.6346    2.7869
        1         3       4.8298    2.1250    0.6297    2.0750
        3         2       3.9964    0.7083    0.7038    2.5843
        3         2       3.9631    0.0000    0.6810    3.2821
        4         2       3.8298    0.0000    0.9511    2.8787
        2         1       3.9631    0.7083    0.7602    2.4946
        3         1       3.8631    0.0000    0.6354    3.2277
        4         2       4.0298    0.7083    0.5904    2.7310
        4         1       4.1964    0.7083    0.7127    2.7754
        3         1       3.8298    0.0000    0.9413    2.8884
        2         1       3.9298    0.0000    0.9175    3.0122
        2         2       4.0964    0.7083    0.5718    2.8163
        1         1       4.1631    0.7083    0.7676    2.6872
        1         1       3.8964    0.0000    0.9989    2.8975
        1         1       3.9298    0.0000    1.0071    2.9227
        1         1       3.9298    0.0000    0.6610    3.2687
        1         1       3.7964    0.0000    0.8693    2.9271
        1         3       4.3298    1.4167    0.7019    2.2112
        2         1       4.2964    1.4167    0.8080    2.0717
        3         2       4.1298    0.7083    0.6169    2.8045
        3         2       3.9298    0.0000    0.7953    3.1344
        4         1       4.0298    0.7083    0.7451    2.5764
        4         1       3.8298    0.0000    0.7879    3.0418
        4         1       3.8298    0.0000    0.8866    2.9431
        1         2       4.1964    0.7083    0.6013    2.8868
        4         7       5.2298    3.5417    0.6420    1.0461
        1         7       3.9298    0.0000    1.0239    2.9059
        3         7       3.8631    0.0000    0.9688    2.8943
        3         7       3.7964    0.0000    0.8333    2.9631
        1         7       3.8631    0.0000    0.5909    3.2722
        3         7       3.9631    0.0000    0.8418    3.1213
        4         2       5.2298    3.5417    0.6582    1.0299
        4         3       4.1298    0.7083    0.7404    2.6811
