ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        1         6       4.5077    2.1250    0.5955    1.7873
        2         7       3.8744    0.7083    0.6803    2.4857
        4         7       3.7744    0.0000    0.5449    3.2295
        1         4       4.4744    2.1250    0.7623    1.5871
        4         3       3.9744    0.7083    0.6859    2.5802
        1         1       4.3744    1.4167    0.7897    2.1681
        3         1       3.8077    0.0000    0.8856    2.9221
        3         2       4.0077    0.7083    0.7399    2.5595
        4         2       3.7744    0.0000    0.6914    3.0830
        1         5       4.5411    2.1250    0.5007    1.9154
        4         6       4.0411    0.7083    0.7662    2.5665
        3         7       3.8744    0.7083    0.8056    2.3604
        2         4       4.6077    2.1250    0.8257    1.6571
        3         1       4.4744    2.1250    0.6732    1.6762
        3         2       3.9411    0.7083    0.8469    2.3858
        3         5       4.5744    2.1250    0.8083    1.6411
        3         7       4.3744    1.4167    0.5434    2.4143
        2         5       4.1744    1.4167    0.7069    2.0508
        1         5       3.6077    0.0000    0.8620    2.7457
        3         2       4.4744    2.1250    0.5346    1.8148
        4         4       4.3744    1.4167    0.7157    2.2421
        1         5       4.0744    0.7083    0.9285    2.4375
        1         6       4.1077    0.7083    0.7557    2.6437
        1         6       3.5744    0.0000    0.5583    3.0161
        4         7       4.0744    0.7083    0.7914    2.5747
        2         6       4.0744    0.7083    0.7317    2.6343
        4         3       4.6411    2.1250    0.7187    1.7974
        4         2       4.0744    0.7083    0.5952    2.7709
        3         2       3.6411    0.0000    0.8456    2.7955
        2         1       3.9411    0.7083    0.6560    2.5767
        2         2       3.9077    0.7083    0.6378    2.5616
        1         2       3.5744    0.0000    0.5461    3.0283
        2         3       3.9744    0.7083    0.7319    2.5342
        1         4       3.9411    0.7083    0.7421    2.4906
        1         4       3.7077    0.0000    0.8000    2.9078
        1         6       4.4077    1.4167    0.5023    2.4887
        4         3       4.4411    2.1250    0.5771    1.7390
        1         4       3.9411    0.7083    0.5065    2.7262
        1         5       4.0411    0.7083    0.5389    2.7938
        1         3       4.3077    1.4167    0.8356    2.0555
        2         2       3.8744    0.7083    0.5993    2.5667
        4         3       4.0411    0.7083    0.6272    2.7055
        2         2       3.9077    0.7083    0.6298    2.5696
        1         2       3.7077    0.0000    0.7682    2.9395
        4         2       3.6077    0.0000    0.7750    2.8327
        2         1       3.9077    0.7083    0.8904    2.3090
        3         2       3.8744    0.7083    0.8129    2.3532
        3         4       4.1411    1.4167    0.8538    1.8706
        3         1       4.6411    2.1250    0.6671    1.8490
        3         4       4.4143    2.1250    0.7892    1.5001
        3         1       4.5810    2.1250    0.7207    1.7353
        1         4       4.4810    2.1250    0.7293    1.6266
        3         6       4.2810    1.4167    0.8550    2.0093
        3         5       3.9476    0.7083    0.6973    2.5420
        4         4       3.8810    0.7083    0.8319    2.3407
        1         6       4.1810    1.4167    0.8036    1.9607
        4         4       4.1143    1.4167    0.7974    1.9002
        1         3       3.8476    0.7083    0.6434    2.4959
        4         3       3.7143    0.0000    0.8895    2.8248
        4         5       4.2143    1.4167    0.5028    2.2948
        1         3       4.0476    1.4167    0.5344    2.0965
        2         2       3.9476    0.7083    0.7791    2.4602
        1         1       3.9810    0.7083    0.5470    2.7256
        1         4       4.3810    2.1250    0.5569    1.6990
        1         5       3.8810    0.7083    0.6193    2.5533
        4         2       4.3810    2.1250    0.5619    1.6941
        4         1       3.9810    0.7083    0.7382    2.5344
        3         4       4.3810    2.1250    0.5463    1.7096
        2         1       4.4143    2.1250    0.6724    1.6169
        3         2       3.9476    0.7083    0.7000    2.5393
        4         3       3.8143    0.7083    0.7303    2.3757
        3         6       4.5143    2.1250    0.7832    1.6061
        2         3       4.3476    2.1250    0.7755    1.4472
        4         2       3.8476    0.7083    0.7462    2.3931
        4         2       3.6143    0.0000    0.8552    2.7591
        4         5       4.4143    2.1250    0.6203    1.6690
        2         2       4.5810    2.1250    0.5959    1.8601
        4         1       3.9810    0.7083    0.7139    2.5587
        4         1       3.6476    0.0000    0.9207    2.7269
        3         3       4.2143    1.4167    0.6669    2.1307
        4         1       4.0810    1.4167    0.6301    2.0342
        3         3       4.2810    1.4167    0.5566    2.3077
        4         3       3.6476    0.0000    0.6137    3.0340
        1         1       4.0810    1.4167    0.5379    2.1264
        1         1       3.7476    0.0000    0.6455    3.1021
        3         2       3.7810    0.7083    0.8304    2.2422
        2         3       3.8476    0.7083    0.9063    2.2330
        2         1       4.2143    1.4167    0.8551    1.9425
        2         3       4.2476    1.4167    0.7215    2.1095
        2         6       4.4143    2.1250    0.5161    1.7732
        1         3       4.4143    2.1250    0.7600    1.5293
        2         1       4.3143    1.4167    0.8335    2.0641
        1         3       4.2476    1.4167    0.6302    2.2007
        3         1       4.0476    1.4167    0.6274    2.0036
        3         1       3.7476    0.0000    0.5789    3.1687
        1         2       3.7810    0.7083    0.6971    2.3755
        2         1       3.8476    0.7083    0.7542    2.3850
        2         3       4.1476    1.4167    0.5081    2.2229
        4         6       4.5476    2.1250    0.7886    1.6341
        1         7       3.9476    0.7083    0.7235    2.5157
        3         7       3.5476    0.0000    0.8549    2.6927
        3         7       3.7476    0.0000    0.7076    3.0400
        2         6       3.8810    0.7083    0.7311    2.4415
        3         3       4.4476    2.1250    0.6738    1.6488
        2         2       3.8476    0.7083    0.5496    2.5897
        2         3       4.0173    0.7083    0.9105    2.3984
        2         6       4.7506    2.1250    0.7128    1.9128
        4         3       4.7506    2.1250    0.5783    2.0473
        3         6       4.6839    2.1250    0.7536    1.8053
        4         5       3.9839    0.7083    0.7284    2.5472
        2         7       4.3173    1.4167    0.6609    2.2397
        1         7       3.7173    0.0000    0.8002    2.9170
        2         7       3.8173    0.0000    0.5597    3.2576
        2         6       4.0839    0.7083    0.5149    2.8606
        1         3       4.5173    2.1250    0.7119    1.6803
        3         2       4.0839    0.7083    0.5487    2.8269
        2         2       3.6506    0.0000    0.7157    2.9349
        1         2       3.7173    0.0000    0.9842    2.7331
        2         5       4.6173    2.1250    0.7455    1.7468
        2         7       4.3506    1.4167    0.8188    2.1152
        3         7       3.9173    0.0000    0.7893    3.1280
        3         6       4.1506    0.7083    0.7477    2.6946
        2         6       3.6839    0.0000    0.5714    3.1125
        3         6       3.6506    0.0000    0.7177    2.9329
        2         7       4.1173    0.7083    0.6937    2.7152
        3         6       4.1506    0.7083    0.7921    2.6501
        4         7       3.9506    0.7083    0.8204    2.4219
        4         6       4.1173    0.7083    0.5870    2.8219
        2         7       4.1506    0.7083    0.5225    2.9198
        3         6       4.0173    0.7083    0.9422    2.3668
        4         3       4.7173    2.1250    0.6055    1.9868
        4         1       4.3506    1.4167    0.7722    2.1617
        3         1       3.7839    0.0000    0.8877    2.8963
        1         1       3.7839    0.0000    0.6621    3.1218
        1         2       3.9506    0.7083    0.8277    2.4146
        1         2       3.9173    0.0000    0.5370    3.3803
        3         2       3.9173    0.0000    0.6033    3.3140
        3         5       4.5839    2.1250    0.7479    1.7111
        4         6       4.1173    0.7083    0.6458    2.7632
        4         7       3.9839    0.7083    0.8763    2.3993
        2         7       3.7506    0.0000    0.7200    3.0306
        1         7       3.8173    0.0000    0.7637    3.0535
        3         7       3.8173    0.0000    0.6618    3.1555
        4         6       4.0506    0.7083    0.6472    2.6951
        1         6       3.9173    0.0000    0.8692    3.0481
        1         7       4.1839    0.7083    0.8485    2.6271
        4         7       3.7506    0.0000    0.5212    3.2294
        4         2       5.2173    3.5417    0.5960    1.0796
        1         1       4.1839    0.7083    0.8325    2.6431
        4         1       3.8839    0.0000    0.6418    3.2421
        1         1       3.8173    0.0000    0.7404    3.0769
        3         1       3.6839    0.0000    0.6784    3.0055
        2         2       3.9173    0.7083    0.5650    2.6439
        3         1       4.0173    0.7083    0.7959    2.5130
        2         2       4.1173    0.7083    0.8891    2.5198
        1         2       3.8173    0.0000    0.8445    2.9728
        1         1       3.9839    0.7083    0.5389    2.7367
        4         7       5.3839    4.2500    0.5205    0.6135
        4         7       3.8506    0.0000    0.9278    2.9228
        1         7       3.9173    0.0000    0.5464    3.3708
        3         7       3.6839    0.0000    0.7175    2.9664
