ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        1         3       4.1190    1.4167    0.5875    2.1149
        1         6       4.5190    2.1250    0.5440    1.8500
        4         6       3.5524    0.0000    0.6661    2.8863
        1         6       3.6857    0.0000    0.6844    3.0013
        1         7       3.9190    0.7083    0.6379    2.5729
        4         5       4.2524    1.4167    0.8497    1.9860
        4         4       3.8524    0.7083    0.8208    2.3232
        4         5       3.8190    0.7083    0.8328    2.2779
        2         5       3.6524    0.0000    0.8445    2.8079
        1         4       3.8524    0.7083    0.7327    2.4114
        1         3       3.9190    0.7083    0.7490    2.4617
        3         3       3.6190    0.0000    0.7034    2.9156
        4         2       3.9857    0.7083    0.7288    2.5486
        3         3       3.7857    0.7083    0.7738    2.3036
        2         5       4.3524    1.4167    0.7261    2.2097
        4         2       4.4857    2.1250    0.5924    1.7684
        2         4       4.1524    1.4167    0.8433    1.8924
        3         3       3.8857    0.7083    0.6399    2.5374
        3         2       4.0524    0.7083    0.8039    2.5401
        2         2       3.5857    0.0000    0.7362    2.8495
        1         5       4.6190    2.1250    0.6625    1.8315
        1         2       4.3857    2.1250    0.7652    1.4955
        2         4       4.2190    1.4167    0.5875    2.2148
        2         2       4.3524    1.4167    0.8289    2.1069
        3         5       4.4524    2.1250    0.5363    1.7911
        3         6       3.8524    0.7083    0.5098    2.6343
        2         3       4.5857    2.1250    0.7901    1.6707
        4         3       3.6857    0.0000    0.8950    2.7907
        3         3       3.6857    0.0000    0.9678    2.7179
        1         3       3.5524    0.0000    0.7319    2.8205
        1         2       3.8857    0.7083    0.6676    2.5098
        2         5       4.5524    2.1250    0.5182    1.9091
        2         2       4.5524    2.1250    0.7097    1.7177
        3         3       3.8857    0.7083    0.8397    2.3377
        4         5       4.1685    1.4167    0.5604    2.1914
        4         3       4.1351    1.4167    0.5719    2.1466
        1         1       4.1685    1.4167    0.8118    1.9400
        3         2       3.9685    0.7083    0.7810    2.4791
        2         5       4.3685    2.1250    0.6514    1.5921
        4         4       3.9351    0.7083    0.8269    2.3998
        3         7       4.4351    2.1250    0.6311    1.6790
        1         7       3.5685    0.0000    0.8228    2.7457
        1         4       4.5351    2.1250    0.6843    1.7258
        3         6       4.1351    1.4167    0.5373    2.1812
        2         4       4.2018    1.4167    0.6755    2.1097
        4         4       3.5351    0.0000    0.7820    2.7531
        3         1       4.4018    2.1250    0.7376    1.5392
        2         2       3.8351    0.7083    0.5110    2.6158
        4         5       4.3351    2.1250    0.6919    1.5182
        4         4       3.8685    0.7083    0.5504    2.6097
        2         2       4.1018    1.4167    0.5958    2.0893
        2         5       4.5351    2.1250    0.5736    1.8365
        1         3       4.0351    1.4167    0.5934    2.0251
        3         6       4.5351    2.1250    0.6946    1.7155
        4         5       3.9018    0.7083    0.7403    2.4532
        2         3       4.1685    1.4167    0.8326    1.9192
        2         6       4.5351    2.1250    0.5507    1.8595
        1         4       4.1018    1.4167    0.5236    2.1615
        1         3       3.9018    0.7083    0.5028    2.6906
        3         6       4.4685    2.1250    0.5492    1.7942
        4         4       4.2018    1.4167    0.8397    1.9454
        4         6       4.1351    1.4167    0.6726    2.0458
        1         5       3.7685    0.7083    0.5544    2.5057
        1         2       4.5351    2.1250    0.5591    1.8510
        1         2       3.6018    0.0000    0.9211    2.6807
        1         3       3.9351    0.7083    0.8515    2.3753
        2         6       4.4685    2.1250    0.7309    1.6126
        2         4       4.1018    1.4167    0.5094    2.1757
        2         4       3.5018    0.0000    0.6850    2.8168
        2         4       3.6685    0.0000    0.7769    2.8916
        1         5       3.8685    0.7083    0.6415    2.5186
        4         7       4.1018    1.4167    0.7576    1.9275
        1         4       4.5018    2.1250    0.5849    1.7919
        1         5       4.0351    0.7083    0.5175    2.8093
        3         5       3.5685    0.0000    0.8288    2.7397
        1         5       3.4685    0.0000    0.8745    2.5940
        1         6       3.9685    0.7083    0.6801    2.5800
        1         7       3.9018    0.7083    0.8904    2.3031
        2         4       4.5685    2.1250    0.7117    1.7318
        4         1       4.5018    2.1250    0.7310    1.6458
        4         2       3.9685    0.7083    0.7194    2.5407
        4         3       3.9351    0.7083    0.5662    2.6606
        2         6       4.5018    2.1250    0.5754    1.8014
        4         7       4.0018    0.7083    0.5441    2.7494
        3         6       3.8018    0.7083    0.7308    2.3626
        3         4       4.2351    1.4167    0.8439    1.9745
        1         4       3.6685    0.0000    0.6903    2.9782
        4         7       4.5351    2.1250    0.7171    1.6930
        3         4       4.3018    2.1250    0.6892    1.4876
        1         4       3.6018    0.0000    0.6690    2.9328
        2         2       4.2036    1.4167    0.6145    2.1724
        3         3       3.9702    0.7083    0.7477    2.5142
        2         6       4.5036    2.1250    0.6408    1.7378
        1         4       4.2702    1.4167    0.6575    2.1961
        4         3       4.0036    0.7083    0.9203    2.3750
        3         6       4.5036    2.1250    0.7742    1.6044
        3         7       4.0369    0.7083    0.9440    2.3845
        4         4       4.5036    2.1250    0.6706    1.7080
        1         4       3.7702    0.0000    0.8039    2.9663
        3         1       4.7036    2.1250    0.5231    2.0555
        2         3       4.4036    1.4167    0.8421    2.1448
        2         5       4.2702    1.4167    0.7785    2.0751
        2         3       4.2702    1.4167    0.6386    2.2149
        1         5       4.4369    1.4167    0.8885    2.1318
        3         5       3.8036    0.0000    0.7875    3.0161
        4         7       4.2036    1.4167    0.6421    2.1448
        1         4       4.5702    2.1250    0.6898    1.7554
        2         1       4.5369    2.1250    0.5800    1.8319
        2         3       4.2036    1.4167    0.6572    2.1297
        4         6       4.7036    2.1250    0.5752    2.0034
        4         5       3.9369    0.7083    0.9227    2.3059
        1         7       4.2036    1.4167    0.7525    2.0344
        2         7       3.8369    0.0000    0.5352    3.3018
        1         5       4.3369    1.4167    0.8907    2.0296
        1         7       4.3036    1.4167    0.7620    2.1249
        4         6       3.9369    0.7083    0.6796    2.5489
        2         6       3.6702    0.0000    0.6834    2.9868
        3         7       4.0369    0.7083    0.8724    2.4562
        1         7       3.8036    0.0000    0.9056    2.8980
        3         5       4.3036    1.4167    0.8357    2.0512
        3         3       4.2369    1.4167    0.5704    2.2498
        3         3       3.6369    0.0000    0.6124    3.0245
        4         2       4.1036    0.7083    0.7979    2.5974
        2         2       3.6369    0.0000    0.5868    3.0501
        1         2       3.7036    0.0000    0.8378    2.8658
        3         1       3.9369    0.7083    0.6712    2.5574
        3         2       4.0369    0.7083    0.7033    2.6253
        2         3       4.1036    0.7083    0.6075    2.7878
        1         2       4.1036    0.7083    0.8458    2.5494
        3         1       3.9702    0.7083    0.7990    2.4630
        3         2       3.9702    0.7083    0.7706    2.4913
        2         1       3.8702    0.7083    0.7987    2.3632
        4         2       4.0036    0.7083    0.8249    2.4703
        3         1       3.9369    0.7083    0.5255    2.7030
        4         2       4.1036    0.7083    0.7718    2.6234
        4         2       3.8369    0.0000    1.0051    2.8318
        1         1       4.1702    0.7083    0.8368    2.6251
        3         2       4.0702    0.7083    0.8729    2.4890
        3         3       3.9702    0.7083    0.7522    2.5097
        4         1       4.2702    1.4167    0.6304    2.2232
        2         1       3.6369    0.0000    0.7516    2.8853
        4         1       3.7036    0.0000    0.9775    2.7261
        1         1       3.6702    0.0000    0.5334    3.1368
        2         1       3.8036    0.0000    0.8458    2.9577
        4         3       4.2702    1.4167    0.6667    2.1869
        2         3       3.8369    0.0000    0.9753    2.8617
        1         1       4.4095    1.4167    0.6267    2.3662
        1         3       4.2429    1.4167    0.5253    2.3009
        1         1       4.2429    1.4167    0.8247    2.0015
        4         3       4.3429    1.4167    0.7010    2.2252
        1         6       4.6095    2.1250    0.5742    1.9103
        3         7       3.9762    0.7083    0.8665    2.4014
        2         6       3.9429    0.7083    0.7990    2.4355
        4         7       4.0762    0.7083    0.9087    2.4591
        1         7       3.8429    0.0000    0.7724    3.0704
        2         7       3.8095    0.0000    0.6167    3.1928
        4         6       3.9429    0.7083    0.5437    2.6908
        3         6       3.8095    0.0000    0.9841    2.8254
        2         6       3.7095    0.0000    0.5552    3.1544
        3         7       4.1762    0.7083    0.6120    2.8558
        1         6       3.9762    0.7083    0.6898    2.5781
        2         7       4.1095    0.7083    0.6202    2.7810
        3         7       3.9095    0.0000    0.9330    2.9765
        2         5       4.2762    1.4167    0.6977    2.1619
        3         3       4.3429    1.4167    0.5781    2.3481
        3         1       4.3429    1.4167    0.7821    2.1440
        4         1       3.7429    0.0000    0.5523    3.1906
        3         1       3.8762    0.0000    0.7830    3.0932
        1         2       4.1762    0.7083    0.5038    2.9640
        2         5       4.7762    2.1250    0.5131    2.1381
        2         6       4.1762    0.7083    0.5632    2.9047
        2         6       3.7762    0.0000    0.7496    3.0266
        3         7       3.9762    0.7083    0.5267    2.7412
        3         7       3.8762    0.0000    0.5569    3.3193
        1         6       3.9762    0.7083    0.7366    2.5313
        2         7       4.2095    0.7083    0.5968    2.9044
        4         6       4.0429    0.7083    0.9191    2.4154
        4         7       3.9762    0.7083    0.8449    2.4229
        2         7       3.8762    0.0000    0.8384    3.0378
        4         6       4.1429    0.7083    0.5671    2.8674
        4         7       4.0429    0.7083    0.7249    2.6097
        1         6       4.0095    0.7083    0.6230    2.6782
        3         7       4.2095    0.7083    0.8459    2.6553
        1         6       4.0762    0.7083    0.8478    2.5200
        4         2       4.8095    2.8333    0.5172    1.4590
        1         1       4.1429    0.7083    0.9443    2.4902
        1         2       4.2095    0.7083    0.6124    2.8888
        2         1       3.9762    0.7083    0.5376    2.7302
        3         1       3.8762    0.0000    0.5641    3.3121
        4         1       3.7095    0.0000    0.5657    3.1439
        3         2       4.0762    0.7083    0.7696    2.5982
        1         1       4.0095    0.7083    0.5565    2.7447
        1         2       4.0762    0.7083    0.6378    2.7301
        3         1       4.1762    0.7083    0.7999    2.6679
        3         1       3.9095    0.0000    0.7080    3.2015
        2         1       3.7095    0.0000    0.9577    2.7518
        2         7       5.6095    4.2500    0.5228    0.8367
        4         6       4.0762    0.7083    0.7223    2.6455
        3         6       3.7095    0.0000    0.6889    3.0206
        4         7       4.0095    0.7083    0.6158    2.6854
        2         7       3.8095    0.0000    0.9869    2.8227
        2         7       3.9095    0.0000    0.5758    3.3337
