ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        1         4       4.5988    2.1250    0.7461    1.7277
        2         3       3.8321    0.7083    0.6146    2.5092
        2         4       3.8655    0.7083    0.5926    2.5645
        3         1       4.5655    2.1250    0.6574    1.7831
        4         3       4.2655    1.4167    0.7230    2.1258
        2         3       3.6655    0.0000    0.5259    3.1396
        1         4       3.8321    0.7083    0.6027    2.5211
        4         2       4.0655    1.4167    0.7015    1.9474
        4         4       4.1321    1.4167    0.7687    1.9468
        1         4       3.6988    0.0000    0.7545    2.9443
        4         3       3.7988    0.7083    0.6911    2.3994
        2         2       3.8321    0.7083    0.7495    2.3743
        1         3       4.0113    0.7083    0.6546    2.6484
        1         5       4.2780    1.4167    0.5729    2.2884
        4         7       4.1113    1.4167    0.7872    1.9075
        4         4       4.5113    2.1250    0.5139    1.8724
        1         3       3.8780    0.7083    0.5497    2.6199
        3         1       4.1446    1.4167    0.8070    1.9209
        4         4       4.5113    2.1250    0.7122    1.6741
        1         3       3.7780    0.7083    0.7204    2.3492
        3         4       3.8446    0.7083    0.7456    2.3907
        1         2       4.2780    1.4167    0.8371    2.0242
        4         5       4.4446    2.1250    0.6743    1.6453
        2         7       4.0780    1.4167    0.5418    2.1195
        1         6       3.8446    0.7083    0.5928    2.5435
        1         3       4.4446    2.1250    0.5667    1.7529
        1         1       4.1446    1.4167    0.5758    2.1522
        4         3       4.2113    1.4167    0.8441    1.9505
        2         3       3.7446    0.0000    0.8767    2.8679
        2         6       4.5446    2.1250    0.7498    1.6699
        2         5       3.9780    0.7083    0.6931    2.5765
        1         7       4.1113    1.4167    0.5280    2.1666
        3         5       4.2780    1.4167    0.6245    2.2368
        1         7       4.2113    1.4167    0.6003    2.1944
        3         6       3.7780    0.7083    0.8024    2.2672
        2         3       4.3780    2.1250    0.6832    1.5698
        2         3       3.5446    0.0000    0.5918    2.9529
        3         5       4.2113    1.4167    0.6234    2.1712
        4         2       4.4113    2.1250    0.6793    1.6070
        4         4       4.0780    1.4167    0.7216    1.9397
        3         2       4.0113    1.4167    0.5333    2.0614
        2         1       3.9113    0.7083    0.8424    2.3606
        4         4       4.5113    2.1250    0.5727    1.8136
        4         7       4.3113    2.1250    0.7451    1.4412
        2         4       4.5446    2.1250    0.6668    1.7528
        1         6       4.1446    1.4167    0.6730    2.0550
        3         3       4.3446    2.1250    0.6637    1.5560
        1         2       3.8446    0.7083    0.6604    2.4759
        2         5       4.3113    2.1250    0.6912    1.4951
        3         6       3.7780    0.7083    0.8898    2.1799
        1         5       3.8780    0.7083    0.7587    2.4110
        2         7       4.0780    1.4167    0.6251    2.0362
        4         6       4.0113    0.7083    0.7089    2.5940
        2         5       3.8113    0.7083    0.7240    2.3790
        3         4       3.9780    0.7083    0.7805    2.4891
        4         2       4.2113    1.4167    0.5803    2.2144
        2         4       4.0113    1.4167    0.7809    1.8138
        3         5       3.9113    0.7083    0.8505    2.3525
        2         6       3.9113    0.7083    0.8044    2.3985
        1         5       3.9113    0.7083    0.8537    2.3493
        3         2       4.4446    2.1250    0.6009    1.7188
        2         2       3.7113    0.0000    0.6870    3.0243
        2         1       3.9446    0.7083    0.5252    2.7111
        1         3       4.1780    1.4167    0.7826    1.9787
        3         3       3.5113    0.0000    0.8573    2.6540
        1         1       4.0446    1.4167    0.5265    2.1015
        3         2       3.8780    0.7083    0.9218    2.2479
        4         1       3.9113    0.7083    0.8352    2.3678
        2         4       4.5387    2.1250    0.7107    1.7030
        3         5       3.7720    0.7083    0.9138    2.1499
        4         6       3.8387    0.7083    0.8350    2.2953
        3         7       4.0054    0.7083    0.7064    2.5906
        4         4       4.4054    2.1250    0.6755    1.6049
        1         2       4.2387    1.4167    0.7605    2.0616
        1         4       4.0720    1.4167    0.8576    1.7978
        3         3       3.8720    0.7083    0.5259    2.6378
        1         5       4.2720    1.4167    0.6141    2.2413
        1         2       4.3054    2.1250    0.6133    1.5671
        2         4       4.2054    1.4167    0.7381    2.0506
        1         7       4.4054    2.1250    0.5434    1.7369
        3         7       3.7387    0.0000    0.8962    2.8425
        3         4       4.4387    2.1250    0.8034    1.5103
        1         6       4.1720    1.4167    0.6665    2.0889
        4         5       4.0054    0.7083    0.6988    2.5982
        3         2       4.4720    2.1250    0.5449    1.8021
        1         1       3.8054    0.7083    0.8150    2.2820
        4         3       4.1054    1.4167    0.7534    1.9353
        1         2       3.8387    0.7083    0.9134    2.2170
        1         2       3.5720    0.0000    0.8910    2.6811
        3         1       3.9054    0.7083    0.9046    2.2925
        3         3       4.2387    1.4167    0.5005    2.3215
        2         1       4.2054    1.4167    0.5863    2.2024
        3         1       3.5054    0.0000    0.8705    2.6349
        3         2       3.8054    0.7083    0.6644    2.4326
        4         5       4.4720    2.1250    0.6731    1.6739
        4         2       4.5720    2.1250    0.5706    1.8764
        4         2       3.6387    0.0000    0.7292    2.9095
        4         2       3.6387    0.0000    0.5466    3.0921
        4         1       4.0054    0.7083    0.6860    2.6110
        4         3       4.2054    1.4167    0.6628    2.1259
        1         1       4.2387    1.4167    0.7054    2.1167
        3         3       4.2054    1.4167    0.6530    2.1357
        3         6       4.4387    2.1250    0.7238    1.5899
        4         3       4.5054    2.1250    0.6430    1.7374
        4         1       4.0720    1.4167    0.6960    1.9593
        4         2       3.9387    0.7083    0.6789    2.5515
        4         5       4.3720    2.1250    0.6494    1.5976
        3         6       3.8720    0.7083    0.7617    2.4020
        3         5       3.8387    0.7083    0.6254    2.5050
        3         2       4.4387    2.1250    0.6575    1.6562
        4         1       4.0054    0.7083    0.6658    2.6312
        3         2       4.0387    0.7083    0.6415    2.6889
        3         5       4.5720    2.1250    0.6107    1.8364
        1         2       4.4387    2.1250    0.5788    1.7349
        1         1       3.8054    0.7083    0.8820    2.2150
        3         1       3.5720    0.0000    0.6903    2.8818
        2         2       3.9720    0.7083    0.7116    2.5521
        1         5       4.3387    2.1250    0.6883    1.5254
        2         7       4.1054    1.4167    0.5879    2.1008
        1         7       3.6054    0.0000    0.6541    2.9512
        1         7       3.5720    0.0000    0.5629    3.0091
        1         5       4.1054    1.4167    0.6693    2.0194
        4         7       4.3054    1.4167    0.7803    2.1084
        4         5       4.2054    1.4167    0.5628    2.2259
        2         7       4.2863    1.4167    0.5505    2.3191
        2         7       3.9530    0.0000    0.5370    3.4159
        4         6       4.1196    0.7083    0.9417    2.4696
        4         7       4.2196    0.7083    0.8626    2.6487
        1         5       4.2863    1.4167    0.8169    2.0528
        1         5       3.8196    0.0000    0.8461    2.9735
        2         2       4.5863    2.1250    0.5543    1.9070
        2         5       4.6863    2.1250    0.6750    1.8863
        2         6       4.0196    0.7083    0.7984    2.5129
        2         7       4.0863    0.7083    0.6874    2.6906
        4         6       4.0196    0.7083    0.9005    2.4108
        3         7       4.2530    0.7083    0.9282    2.6165
        3         7       3.8196    0.0000    0.9449    2.8748
        3         6       4.1863    0.7083    0.7970    2.6810
        1         7       4.1196    0.7083    0.6708    2.7406
        4         7       3.7863    0.0000    0.8575    2.9288
        3         7       3.8530    0.0000    0.7555    3.0975
        1         6       4.1196    0.7083    0.5749    2.8364
        4         7       4.0863    0.7083    0.8253    2.5526
        3         7       3.9863    0.0000    0.7047    3.2816
        3         7       3.8530    0.0000    0.8134    3.0396
        4         6       4.0863    0.7083    0.8006    2.5774
        1         6       3.7530    0.0000    0.9005    2.8524
        3         7       4.1196    0.7083    0.8426    2.5687
        4         6       4.2530    0.7083    0.5348    3.0098
        4         5       4.1530    0.7083    0.7046    2.7400
        1         6       4.1530    0.7083    0.6722    2.7725
        2         5       4.0863    0.7083    0.7975    2.5804
        2         7       4.2863    1.4167    0.6320    2.2376
        4         7       3.9196    0.0000    0.7866    3.1331
        2         6       4.0196    0.7083    0.5544    2.7569
        4         5       4.0196    0.7083    0.5595    2.7518
        1         6       4.2530    0.7083    0.9459    2.5988
        2         5       4.1863    0.7083    0.9663    2.5117
        4         7       4.4196    1.4167    0.6838    2.3191
        1         6       4.0530    0.7083    0.8924    2.4522
        4         6       3.9196    0.0000    0.7824    3.1373
        2         6       3.7530    0.0000    0.5207    3.2323
        4         3       4.6530    2.1250    0.5772    1.9508
        4         2       4.0863    0.7083    0.6010    2.7770
        2         2       3.7196    0.0000    0.7760    2.9437
        3         1       4.0863    0.7083    0.8035    2.5744
        1         1       3.8863    0.0000    0.8376    3.0487
        3         2       4.0530    0.7083    0.5886    2.7560
        2         1       4.0863    0.7083    0.9259    2.4521
        2         1       3.7530    0.0000    0.9458    2.8072
        4         1       3.7196    0.0000    0.9676    2.7520
        3         1       3.8530    0.0000    0.6455    3.2075
        3         1       3.8196    0.0000    0.8619    2.9578
        4         1       3.8863    0.0000    0.9483    2.9381
        2         2       4.1530    0.7083    0.8425    2.6022
        2         1       4.1530    0.7083    0.8647    2.5800
        1         2       4.0530    0.7083    0.5101    2.8346
        1         1       4.0530    0.7083    0.7006    2.6440
        1         7       5.4863    4.2500    0.6574    0.5789
        4         7       3.7530    0.0000    0.6477    3.1053
