ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        3         5       4.1875    1.4167    0.6792    2.0917
        2         7       4.2875    1.4167    0.7063    2.1645
        2         4       4.3542    2.1250    0.7769    1.4523
        4         2       4.1542    1.4167    0.5108    2.2267
        4         3       3.7875    0.7083    0.5143    2.5648
        2         2       4.0208    0.7083    0.7409    2.5716
        3         2       3.5875    0.0000    0.8201    2.7674
        2         2       3.4875    0.0000    0.8781    2.6094
        4         4       4.1208    1.4167    0.6207    2.0835
        3         7       4.4875    2.1250    0.7346    1.6279
        1         6       4.0208    0.7083    0.8782    2.4343
        3         7       3.7875    0.7083    0.6093    2.4699
        1         4       4.3208    2.1250    0.7240    1.4718
        2         6       4.1875    1.4167    0.6289    2.1420
        4         7       3.9542    0.7083    0.7779    2.4679
        1         4       4.4208    2.1250    0.5974    1.6984
        4         1       4.4208    2.1250    0.6035    1.6923
        4         2       3.9875    0.7083    0.7859    2.4933
        3         3       4.0208    0.7083    0.9091    2.4034
        3         3       3.6875    0.0000    0.7960    2.8915
        3         1       4.1208    1.4167    0.5683    2.1359
        1         3       4.2542    1.4167    0.6131    2.2244
        2         5       4.1875    1.4167    0.6706    2.1002
        4         3       4.2875    1.4167    0.8726    1.9982
        2         4       3.8548    0.7083    0.6114    2.5350
        1         1       4.5881    2.1250    0.6480    1.8151
        2         3       4.2548    1.4167    0.8233    2.0148
        4         2       3.8881    0.7083    0.7711    2.4087
        2         1       3.7881    0.7083    0.8962    2.1836
        1         2       3.9881    0.7083    0.9207    2.3591
        3         3       3.8881    0.7083    0.5923    2.5875
        4         1       4.2548    1.4167    0.7559    2.0822
        3         2       3.7548    0.7083    0.5005    2.5459
        1         4       4.2548    1.4167    0.5501    2.2880
        4         6       4.1548    1.4167    0.6591    2.0790
        1         6       3.7214    0.0000    0.6304    3.0910
        3         3       4.5214    2.1250    0.6781    1.7183
        4         4       3.9214    0.7083    0.7237    2.4894
        2         7       4.5881    2.1250    0.7452    1.7179
        3         4       4.5881    2.1250    0.6390    1.8241
        4         2       4.1548    1.4167    0.6037    2.1344
        2         2       3.5548    0.0000    0.5358    3.0190
        1         5       4.3548    2.1250    0.5234    1.7064
        3         4       4.0214    0.7083    0.5882    2.7249
        3         6       4.0548    1.4167    0.8400    1.7981
        3         6       3.7548    0.0000    0.5549    3.1999
        2         5       3.9881    0.7083    0.8119    2.4678
        3         2       4.4548    2.1250    0.5613    1.7685
        1         3       3.9881    0.7083    0.6560    2.6237
        1         5       4.2214    1.4167    0.5360    2.2688
        4         4       3.8548    0.7083    0.8574    2.2890
        4         5       3.7881    0.7083    0.5719    2.5078
        2         2       4.3881    2.1250    0.5212    1.7419
        1         4       4.1214    1.4167    0.7648    1.9400
        1         4       3.6548    0.0000    0.8476    2.8072
        3         6       4.1214    1.4167    0.8203    1.8845
        4         4       4.2214    1.4167    0.6487    2.1561
        4         6       4.1214    1.4167    0.6074    2.0974
        1         3       4.5881    2.1250    0.5231    1.9400
        1         2       3.9881    0.7083    0.5521    2.7276
        3         3       3.9548    0.7083    0.6876    2.5588
        2         6       4.3881    2.1250    0.5378    1.7253
        2         4       4.0548    1.4167    0.5294    2.1087
        3         4       3.6548    0.0000    0.5713    3.0834
        1         1       4.3881    2.1250    0.5059    1.7572
        1         1       3.5548    0.0000    0.8683    2.6865
        2         4       4.4548    2.1250    0.7577    1.5721
        3         4       3.4881    0.0000    0.7643    2.7238
        4         7       4.5881    2.1250    0.7902    1.6729
        4         4       4.3881    2.1250    0.5555    1.7076
        2         5       3.8214    0.7083    0.6367    2.4764
        3         2       4.5214    2.1250    0.6651    1.7313
        4         5       4.4214    2.1250    0.6464    1.6500
        4         4       3.9214    0.7083    0.8150    2.3981
        2         6       4.2214    1.4167    0.5475    2.2572
        4         5       3.9214    0.7083    0.6488    2.5643
        1         5       3.5881    0.0000    0.9224    2.6657
        1         3       4.2881    1.4167    0.7754    2.0960
        3         4       3.9214    0.7083    0.7322    2.4808
        2         3       3.8881    0.7083    0.6869    2.4929
        2         2       4.0173    0.7083    0.6470    2.6619
        4         1       4.1506    0.7083    0.8606    2.5817
        1         2       3.9506    0.7083    0.8932    2.3490
        3         1       4.0506    0.7083    0.8045    2.5377
        4         3       4.3506    1.4167    0.6787    2.2552
        2         2       4.0506    0.7083    0.8483    2.4940
        1         1       4.1506    0.7083    0.9211    2.5211
        3         2       3.9839    0.7083    0.6330    2.6426
        4         2       3.6173    0.0000    0.6522    2.9651
        4         2       3.6506    0.0000    0.7043    2.9463
        1         2       3.7506    0.0000    0.8019    2.9487
        2         3       3.9839    0.7083    0.8418    2.4338
        2         3       3.6839    0.0000    0.5716    3.1123
        1         6       4.6173    2.1250    0.5640    1.9283
        1         3       4.5839    2.1250    0.5409    1.9180
        2         5       4.3506    1.4167    0.5419    2.3920
        4         7       4.4173    1.4167    0.8282    2.1724
        4         5       4.2839    1.4167    0.7238    2.1435
        2         3       4.3506    1.4167    0.8474    2.0865
        3         1       4.3173    1.4167    0.5863    2.3143
        3         1       3.6173    0.0000    0.7318    2.8854
        3         2       4.0173    0.7083    0.5795    2.7294
        1         2       3.7506    0.0000    0.6635    3.0871
        1         1       4.0173    0.7083    0.8031    2.5058
        4         3       4.4173    1.4167    0.7245    2.2760
        1         2       4.1506    0.7083    0.6270    2.8152
        4         1       4.0173    0.7083    0.8123    2.4967
        2         1       3.7839    0.0000    0.5511    3.2328
        1         1       3.8839    0.0000    1.0061    2.8779
        2         1       3.6506    0.0000    0.9794    2.6712
        2         1       3.8173    0.0000    0.5229    3.2943
        3         2       4.0506    0.7083    0.8743    2.4679
        1         1       4.0839    0.7083    0.9071    2.4685
        4         2       4.0506    0.7083    0.5454    2.7968
        2         3       4.1173    0.7083    0.7927    2.6162
        3         1       4.2173    1.4167    0.6441    2.1565
        2         3       4.3839    1.4167    0.7605    2.2067
        1         6       4.6173    2.1250    0.6243    1.8680
        2         7       4.0173    0.7083    0.7634    2.5455
        2         6       4.0839    0.7083    0.5899    2.7857
        3         6       3.6506    0.0000    0.9379    2.7127
        4         5       4.1506    0.7083    0.5915    2.8508
        4         2       4.6839    2.1250    0.5177    2.0412
        2         1       4.1173    0.7083    0.7135    2.6954
        1         3       4.2173    1.4167    0.8213    1.9793
        2         2       3.9173    0.7083    0.6979    2.5110
        2         1       3.9506    0.7083    0.7839    2.4584
        3         2       4.0506    0.7083    0.6651    2.6772
        1         5       4.6506    2.1250    0.8212    1.7044
        4         3       4.3839    1.4167    0.6718    2.2955
        4         6       4.5506    2.1250    0.5035    1.9221
        3         7       3.9506    0.7083    0.8600    2.3823
        1         7       3.6506    0.0000    0.9572    2.6934
        3         7       3.7506    0.0000    0.8602    2.8903
        3         6       4.0839    0.7083    0.6405    2.7351
        2         7       4.0173    0.7083    0.5794    2.7296
        4         7       3.8446    0.0000    0.8219    3.0227
        1         7       3.8113    0.0000    0.9553    2.8560
        4         6       4.0113    0.7083    0.9386    2.3644
        2         6       3.7780    0.0000    0.6421    3.1359
        2         6       3.8113    0.0000    0.6979    3.1134
        1         3       4.6446    2.1250    0.5108    2.0088
        1         6       4.7446    2.1250    0.6633    1.9564
        1         7       4.0446    0.7083    0.5203    2.8160
        4         7       3.8446    0.0000    1.0082    2.8364
        2         7       3.9780    0.0000    0.9974    2.9806
        1         7       3.8113    0.0000    0.9201    2.8912
        3         5       4.5446    1.4167    0.5553    2.5726
        3         7       4.5446    1.4167    0.9097    2.2182
        1         7       3.7113    0.0000    0.9030    2.8083
        3         5       4.2780    1.4167    0.5745    2.2868
        1         2       4.7780    2.1250    0.6145    2.0384
        1         1       4.2113    0.7083    0.8890    2.6140
        3         1       3.7446    0.0000    0.9599    2.7847
        3         2       4.1113    0.7083    0.9110    2.4919
        1         1       4.0446    0.7083    0.7199    2.6164
        1         2       4.0446    0.7083    0.7890    2.5473
        1         3       4.1780    0.7083    0.5792    2.8905
        2         1       4.4780    1.4167    0.5480    2.5133
        3         1       3.7446    0.0000    0.8585    2.8862
        2         2       4.1113    0.7083    0.7519    2.6511
        4         1       4.1780    0.7083    0.7088    2.7608
        4         1       3.8780    0.0000    0.6093    3.2687
        2         2       4.1446    0.7083    0.5754    2.8609
        1         5       4.5446    2.1250    0.6146    1.8051
        3         6       4.2446    0.7083    0.6923    2.8440
        2         7       4.0780    0.7083    0.8913    2.4784
        3         7       3.8446    0.0000    0.7451    3.0995
        2         6       4.2446    0.7083    0.6310    2.9053
        3         7       4.0113    0.7083    0.6159    2.6871
        1         7       3.8113    0.0000    0.7693    3.0421
        4         7       3.7113    0.0000    0.8520    2.8593
        1         6       4.1113    0.7083    0.9032    2.4998
        4         7       4.1446    0.7083    0.8809    2.5554
        4         6       4.1113    0.7083    0.5451    2.8579
        2         7       4.0113    0.7083    0.7939    2.5091
        2         7       3.7446    0.0000    0.8755    2.8691
        4         6       4.1780    0.7083    0.5965    2.8731
        2         6       3.8446    0.0000    0.6828    3.1618
        3         5       4.0446    0.7083    0.5028    2.8335
        3         1       5.0446    2.8333    0.7613    1.4500
        4         1       3.9446    0.0000    0.9546    2.9901
        4         1       3.8780    0.0000    0.6496    3.2284
        2         1       3.9113    0.0000    0.9941    2.9172
        2         1       3.8446    0.0000    0.6439    3.2008
        4         1       3.7780    0.0000    0.8944    2.8835
        3         1       3.9113    0.0000    0.7112    3.2001
        2         1       3.8446    0.0000    0.9791    2.8656
        2         5       4.9780    2.8333    0.7793    1.3654
        1         7       4.2780    1.4167    0.6480    2.2133
        1         7       3.8446    0.0000    0.5308    3.3138
        4         7       3.8446    0.0000    0.6117    3.2329
