ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        4         2       4.1310    1.4167    0.8336    1.8807
        1         4       4.0310    1.4167    0.7233    1.8910
        3         2       4.1976    1.4167    0.8765    1.9044
        2         1       3.9643    0.7083    0.8302    2.4257
        2         1       3.5976    0.0000    0.6106    2.9870
        3         3       4.0643    1.4167    0.5959    2.0517
        3         3       3.5310    0.0000    0.6752    2.8557
        1         6       4.4643    2.1250    0.8187    1.5206
        1         4       4.1643    1.4167    0.6513    2.0963
        3         6       4.0310    1.4167    0.7899    1.8243
        4         4       4.1976    1.4167    0.7607    2.0202
        3         3       3.8631    0.7083    0.6243    2.5304
        4         4       3.9631    0.7083    0.7740    2.4808
        2         7       4.5964    2.1250    0.5401    1.9313
        3         5       4.2631    1.4167    0.6031    2.2434
        3         4       4.0631    0.7083    0.7949    2.5599
        4         1       4.4298    2.1250    0.6304    1.6744
        3         4       4.4631    2.1250    0.5932    1.7449
        2         5       3.8631    0.7083    0.8805    2.2743
        1         5       3.6964    0.0000    0.6235    3.0729
        3         4       3.8631    0.7083    0.9267    2.2280
        2         5       4.0631    0.7083    0.6036    2.7512
        1         5       3.6298    0.0000    0.9214    2.7084
        1         7       4.1298    1.4167    0.6880    2.0251
        3         4       4.5298    2.1250    0.7456    1.6592
        4         2       4.2298    1.4167    0.7804    2.0327
        4         2       3.7298    0.0000    0.7141    3.0157
        1         2       3.7298    0.0000    0.9428    2.7870
        3         5       4.4631    2.1250    0.7592    1.5789
        4         2       4.6298    2.1250    0.5273    1.9774
        2         3       3.9631    0.7083    0.5736    2.6812
        3         3       3.7631    0.0000    0.7009    3.0622
        4         3       3.6298    0.0000    0.6458    2.9839
        1         4       3.9298    0.7083    0.6367    2.5847
        2         7       4.5298    2.1250    0.7993    1.6055
        2         5       4.2631    1.4167    0.7445    2.1020
        2         6       3.9631    0.7083    0.8028    2.4520
        1         5       4.0298    0.7083    0.8948    2.4266
        1         3       4.1631    1.4167    0.8434    1.9030
        2         1       4.2298    1.4167    0.5561    2.2569
        1         1       3.7631    0.0000    0.7751    2.9880
        4         1       3.5631    0.0000    0.9200    2.6431
        4         1       3.5631    0.0000    0.5319    3.0312
        1         1       3.7298    0.0000    0.9902    2.7396
        1         2       3.8298    0.7083    0.6952    2.4262
        3         1       3.8298    0.7083    0.7171    2.4043
        1         3       4.1298    1.4167    0.6348    2.0783
        1         2       4.0631    0.7083    0.8986    2.4562
        4         4       4.1298    1.4167    0.5439    2.1692
        2         2       4.1631    1.4167    0.5322    2.2143
        2         2       3.5631    0.0000    0.8571    2.7060
        2         3       4.0298    0.7083    0.6732    2.6482
        2         3       3.7298    0.0000    0.9328    2.7970
        1         5       4.1964    1.4167    0.5961    2.1837
        1         3       4.1964    1.4167    0.7267    2.0531
        4         4       4.0298    0.7083    0.8005    2.5209
        4         1       4.5298    2.1250    0.8078    1.5969
        1         4       4.5964    2.1250    0.5166    1.9548
        4         1       4.5964    2.1250    0.5464    1.9250
        2         4       4.4631    2.1250    0.5745    1.7636
        1         1       4.6298    2.1250    0.7920    1.7128
        4         3       4.1631    1.4167    0.7285    2.0179
        3         6       4.4964    2.1250    0.5100    1.8614
        3         3       4.5298    2.1250    0.6099    1.7949
        1         3       3.6298    0.0000    0.7655    2.8643
        2         5       4.3298    1.4167    0.5846    2.3285
        2         5       3.6964    0.0000    0.7784    2.9180
        1         5       3.6310    0.0000    0.7007    2.9303
        2         5       3.5643    0.0000    0.7813    2.7830
        1         4       4.0310    0.7083    0.5703    2.7523
        2         6       4.0976    1.4167    0.5560    2.1250
        4         5       3.7643    0.7083    0.8832    2.1728
        2         4       3.8976    0.7083    0.6116    2.5777
        3         3       3.9310    0.7083    0.5692    2.6534
        4         6       4.5310    2.1250    0.6021    1.8039
        3         6       3.7310    0.0000    0.8495    2.8814
        3         4       4.1976    1.4167    0.8007    1.9803
        4         7       4.3643    2.1250    0.7170    1.5222
        3         6       3.7976    0.7083    0.6176    2.4717
        1         7       3.9643    0.7083    0.6075    2.6485
        4         5       4.0976    1.4167    0.6017    2.0793
        1         5       3.5976    0.0000    0.9421    2.6555
        3         4       3.8310    0.7083    0.7925    2.3301
        2         1       4.4643    2.1250    0.5892    1.7500
        3         3       4.1976    1.4167    0.8003    1.9807
        1         6       4.3976    2.1250    0.7131    1.5595
        3         4       4.0310    1.4167    0.5766    2.0376
        2         2       4.1643    1.4167    0.8577    1.8899
        1         3       4.0310    0.7083    0.5704    2.7522
        3         6       4.5310    2.1250    0.5273    1.8787
        2         4       4.1643    1.4167    0.6172    2.1304
        2         4       3.5643    0.0000    0.9284    2.6359
        1         7       4.4643    2.1250    0.5118    1.8275
        1         4       4.4976    2.1250    0.5570    1.8156
        2         3       3.7643    0.7083    0.6228    2.4332
        2         4       3.7976    0.7083    0.7055    2.3838
        3         2       4.2643    1.4167    0.7335    2.1141
        2         4       4.1310    1.4167    0.5314    2.1829
        2         6       4.2643    1.4167    0.8764    1.9713
        4         3       4.3976    2.1250    0.5879    1.6847
        3         6       4.4310    2.1250    0.5526    1.7533
        4         7       3.8310    0.7083    0.8535    2.2691
        3         5       4.0643    1.4167    0.8036    1.8440
        3         2       4.3976    2.1250    0.7311    1.5415
        3         2       3.5310    0.0000    0.8144    2.7166
        1         5       4.3310    2.1250    0.7793    1.4266
        4         3       4.1310    1.4167    0.8020    1.9122
        1         4       3.9643    0.7083    0.5765    2.6795
        1         6       4.0976    1.4167    0.8157    1.8653
        4         3       4.5643    2.1250    0.5138    1.9255
        4         6       4.5310    2.1250    0.5084    1.8976
        1         7       3.9310    0.7083    0.6357    2.5869
        1         6       3.7976    0.7083    0.6190    2.4703
        2         3       4.4976    2.1250    0.5932    1.7794
        3         5       4.2643    1.4167    0.6577    2.1899
        1         6       3.8643    0.7083    0.8322    2.3237
        2         3       4.4310    2.1250    0.6504    1.6556
        4         1       4.0310    1.4167    0.8358    1.7785
        3         1       3.6310    0.0000    0.9343    2.6967
        2         3       4.2643    1.4167    0.5359    2.3117
        2         4       3.7976    0.7083    0.5714    2.5179
        3         1       4.2976    2.1250    0.6227    1.5499
        1         2       3.9976    0.7083    0.7019    2.5874
        4         2       3.6756    0.0000    0.7862    2.8894
        2         3       3.8423    0.7083    0.7574    2.3765
        3         4       3.9756    0.7083    0.7598    2.5075
        2         6       4.1423    1.4167    0.8002    1.9254
        4         4       4.1423    1.4167    0.5917    2.1339
        2         1       4.4089    2.1250    0.7539    1.5300
        2         2       3.9089    0.7083    0.6152    2.5854
        4         4       4.2089    1.4167    0.6980    2.0943
        3         1       4.5089    2.1250    0.5501    1.8339
        1         2       4.0423    0.7083    0.5959    2.7381
        4         1       3.8756    0.7083    0.8728    2.2945
        4         4       4.5423    2.1250    0.5726    1.8447
        4         7       4.5423    2.1250    0.6873    1.7300
        1         6       3.8423    0.7083    0.7066    2.4273
        3         6       3.5756    0.0000    0.5932    2.9824
        3         4       4.2089    1.4167    0.6047    2.1876
        4         7       4.6089    2.1250    0.6203    1.8636
        1         5       4.1089    1.4167    0.6106    2.0817
        2         3       4.2423    1.4167    0.7443    2.0813
        2         1       4.2089    1.4167    0.7171    2.0752
        4         3       4.1089    1.4167    0.8671    1.8251
        2         5       4.3423    1.4167    0.5222    2.4034
        3         7       4.1423    1.4167    0.5883    2.1373
        1         6       3.9423    0.7083    0.6408    2.5931
        4         6       3.8089    0.0000    0.8405    2.9684
        3         7       3.9756    0.7083    0.5101    2.7572
        1         6       4.0423    0.7083    0.7182    2.6157
        4         3       4.6423    2.1250    0.5146    2.0026
        4         1       4.1756    1.4167    0.8458    1.9132
        3         1       3.7089    0.0000    0.8951    2.8138
        3         2       4.0423    0.7083    0.8633    2.4707
        3         1       3.9756    0.7083    0.8628    2.4044
        1         2       3.8423    0.7083    0.5724    2.5616
        4         5       4.5089    2.1250    0.5313    1.8526
        2         7       4.3423    1.4167    0.5585    2.3671
        1         6       3.8756    0.7083    0.7590    2.4083
        1         7       4.1089    0.7083    0.5857    2.8149
        2         7       3.6089    0.0000    0.5204    3.0885
        4         7       3.6089    0.0000    0.8802    2.7288
        1         6       4.0756    0.7083    0.8742    2.4931
        3         7       3.9756    0.7083    0.6191    2.6481
        3         7       3.6089    0.0000    0.5846    3.0243
        3         5       4.2756    1.4167    0.6224    2.2365
        1         3       4.3089    1.4167    0.6008    2.2914
        3         2       4.0423    0.7083    0.7311    2.6029
        1         1       3.9423    0.7083    0.5117    2.7222
        1         3       4.2756    1.4167    0.6846    2.1744
        3         5       4.2756    1.4167    0.6271    2.2318
        1         3       4.2423    1.4167    0.8675    1.9581
        2         2       4.0089    0.7083    0.7334    2.5672
        4         5       4.4423    2.1250    0.8110    1.5062
        4         3       4.3089    1.4167    0.8807    2.0116
        3         1       4.2756    1.4167    0.8256    2.0333
        1         1       3.7756    0.0000    0.6584    3.1172
        2         2       3.8756    0.7083    0.8598    2.3074
        4         2       3.7089    0.0000    0.6631    3.0458
        3         1       4.1405    0.7083    0.7696    2.6626
        4         2       4.1405    0.7083    0.8728    2.5593
        1         1       4.1071    0.7083    0.5511    2.8477
        1         1       3.7405    0.0000    0.6798    3.0607
        2         1       3.7405    0.0000    0.9932    2.7473
        1         3       4.3405    1.4167    0.7661    2.1578
        3         2       4.0405    0.7083    0.9315    2.4006
        1         1       4.0738    0.7083    0.8690    2.4965
        2         2       4.1738    0.7083    0.7783    2.6871
        2         3       4.0071    0.7083    0.6634    2.6354
        2         1       4.2738    1.4167    0.7209    2.1363
        4         1       3.8071    0.0000    0.5507    3.2564
        3         3       4.2071    1.4167    0.8473    1.9432
        3         6       4.5071    2.1250    0.7673    1.6149
        2         6       3.7071    0.0000    0.7982    2.9089
        4         7       4.0738    0.7083    0.7785    2.5870
        1         7       3.7071    0.0000    0.5663    3.1408
        4         5       4.4405    1.4167    0.6065    2.4173
        1         2       4.7071    2.1250    0.5532    2.0289
        1         3       4.1738    0.7083    0.8714    2.5941
        4         6       4.6405    2.1250    0.7945    1.7209
        3         7       3.9738    0.7083    0.6961    2.5694
        3         7       3.8405    0.0000    0.9645    2.8760
        4         7       3.7405    0.0000    0.8954    2.8451
        2         7       3.8405    0.0000    0.5777    3.2628
        2         6       4.0738    0.7083    0.8290    2.5365
        4         5       4.1071    0.7083    0.8600    2.5388
        3         2       4.6071    2.1250    0.7191    1.7631
        3         2       3.9071    0.0000    0.8925    3.0147
        2         5       4.6071    2.1250    0.8071    1.6750
        2         7       4.3071    1.4167    0.8458    2.0446
        4         6       4.1071    0.7083    0.9157    2.4831
        2         7       4.0071    0.7083    0.9209    2.3779
        1         7       3.7071    0.0000    0.5012    3.2060
        2         6       4.0071    0.7083    0.8588    2.4400
        4         7       4.1405    0.7083    0.6456    2.7865
        2         7       3.8071    0.0000    0.8412    2.9659
        4         6       4.1738    0.7083    0.7719    2.6936
        1         1       5.1405    3.5417    0.5396    1.0592
        3         1       3.6738    0.0000    0.7183    2.9555
        4         1       3.9405    0.0000    0.5524    3.3880
        2         2       3.9738    0.7083    0.6527    2.6128
        1         1       4.1405    0.7083    0.6017    2.8305
        3         1       3.8405    0.0000    0.7816    3.0589
        2         1       3.7405    0.0000    0.8256    2.9149
        1         2       3.9738    0.7083    0.6338    2.6317
        2         2       3.7071    0.0000    0.8549    2.8522
        1         2       3.7405    0.0000    0.6616    3.0789
        4         2       3.6738    0.0000    0.9183    2.7555
        2         1       4.0405    0.7083    0.6289    2.7033
        2         7       5.5405    4.2500    0.5671    0.7234
        2         7       3.7405    0.0000    0.9158    2.8247
        4         6       4.1738    0.7083    0.9652    2.5003
        2         6       3.7405    0.0000    0.9617    2.7788
        3         7       4.2071    0.7083    0.9118    2.5870
        3         6       4.1405    0.7083    0.7333    2.6989
